timestamp,service_name,cpu_usage,memory_usage,disk_io,network_latency_ms,request_count,error_rate,response_time_p99,active_connections,gc_pause_ms,thread_count,is_anomaly
2026-07-01T00:05:00Z,notification-svc,6.83,41.07,3.68,15.0,1830,0.0349,42.76,45,4.32,11,0
2026-07-01T00:05:00Z,search-service,24.39,72.64,10.22,20.38,4711,0.0622,65.5,104,6.31,48,0
2026-07-01T00:05:00Z,cache-layer,6.55,75.77,3.65,4.86,12614,0.0124,19.34,258,7.26,106,0
2026-07-01T00:05:00Z,message-queue,10.5,43.72,4.12,1.49,8642,0.0086,2.39,173,3.48,67,0
2026-07-01T00:05:00Z,postgres-primary,22.85,81.02,7.68,10.74,6009,0.0037,42.94,126,6.08,51,0
2026-07-01T00:05:00Z,postgres-replica,16.17,67.5,4.92,13.97,3933,0.0069,43.51,62,7.7,31,0
2026-07-01T00:10:00Z,api-gateway,23.87,61.55,6.51,4.8,7753,0.0443,16.62,162,5.23,64,0
2026-07-01T00:10:00Z,auth-service,8.62,44.84,1.0,1.72,4308,0.0333,4.52,81,4.54,44,0
2026-07-01T00:10:00Z,user-service,12.06,50.69,5.22,3.46,5013,0.0262,10.94,106,6.66,36,0
2026-07-01T00:10:00Z,order-service,22.06,65.11,9.7,8.28,3402,0.0429,29.27,63,5.89,23,0
2026-07-01T00:10:00Z,payment-service,12.7,55.46,6.71,12.82,1334,0.0044,42.21,32,5.53,13,0
2026-07-01T00:10:00Z,inventory-service,10.49,51.74,7.3,5.63,2418,0.0227,16.94,57,4.65,27,0
2026-07-01T00:10:00Z,notification-svc,8.47,39.8,3.58,15.7,1836,0.071,42.08,24,5.14,13,0
2026-07-01T00:10:00Z,search-service,20.4,69.99,3.98,22.6,4438,0.069,70.88,102,6.57,41,0
2026-07-01T00:10:00Z,cache-layer,5.0,75.35,1.0,1.0,12356,0.0,4.55,261,8.39,103,0
2026-07-01T00:10:00Z,message-queue,9.09,44.99,2.27,1.97,9254,0.0127,8.37,185,3.05,69,0
2026-07-01T00:10:00Z,postgres-primary,25.67,80.02,10.46,9.89,6004,0.0153,36.91,129,10.16,47,0
2026-07-01T00:10:00Z,postgres-replica,17.17,71.46,3.96,13.14,3968,0.0,44.58,61,5.23,26,0
2026-07-01T00:15:00Z,api-gateway,14.8,60.74,3.28,6.94,7735,0.0456,12.26,168,5.96,73,0
2026-07-01T00:15:00Z,auth-service,12.17,44.92,5.39,3.35,4303,0.0232,8.48,70,3.12,30,0
2026-07-01T00:15:00Z,user-service,10.4,51.92,4.82,3.29,5310,0.0312,15.78,106,7.25,51,0
2026-07-01T00:15:00Z,order-service,16.94,64.6,9.75,9.11,3413,0.037,18.67,82,7.35,32,0
2026-07-01T00:15:00Z,payment-service,14.51,55.11,9.06,10.87,1159,0.0095,34.54,22,3.44,10,0
2026-07-01T00:15:00Z,inventory-service,12.13,49.89,2.65,6.58,2649,0.0172,30.0,49,4.54,17,0
2026-07-01T00:15:00Z,notification-svc,5.91,38.81,2.15,14.02,1889,0.038,51.88,38,3.18,16,0
2026-07-01T00:15:00Z,search-service,25.05,69.07,8.55,21.83,4390,0.0496,77.38,84,6.28,22,0
2026-07-01T00:15:00Z,cache-layer,6.73,75.47,8.85,2.12,12474,0.0,3.19,251,6.79,93,0
2026-07-01T00:15:00Z,message-queue,6.82,44.02,1.18,1.66,9043,0.0141,10.25,187,3.53,74,0
2026-07-01T00:15:00Z,postgres-primary,29.57,80.81,9.75,10.68,5824,0.0,36.68,135,6.68,56,0
2026-07-01T00:15:00Z,postgres-replica,16.13,69.06,5.69,11.9,3834,0.0046,23.18,83,7.3,32,0
2026-07-01T00:20:00Z,api-gateway,15.77,61.13,7.31,4.15,7519,0.0579,6.22,155,5.45,64,0
2026-07-01T00:20:00Z,auth-service,13.34,40.89,4.42,2.75,3695,0.0281,4.12,76,6.87,22,0
2026-07-01T00:20:00Z,user-service,12.42,49.42,6.98,3.48,5167,0.0188,13.1,117,2.47,42,0
2026-07-01T00:20:00Z,order-service,20.51,65.13,9.18,9.92,3476,0.0418,26.78,75,6.19,28,0
2026-07-01T00:20:00Z,payment-service,10.87,58.11,6.09,11.82,1740,0.0059,25.26,24,3.94,10,0
2026-07-01T00:20:00Z,inventory-service,7.76,50.02,2.63,6.86,2678,0.021,16.15,56,5.17,25,0
2026-07-01T00:20:00Z,notification-svc,8.52,39.38,4.67,17.38,2036,0.0525,49.84,32,4.77,10,0
2026-07-01T00:20:00Z,search-service,27.03,70.6,10.12,22.29,4757,0.0579,64.73,89,8.02,40,0
2026-07-01T00:20:00Z,cache-layer,6.24,77.82,1.0,1.0,12144,0.016,6.27,242,8.06,91,0
2026-07-01T00:20:00Z,message-queue,9.39,45.07,7.32,2.61,9043,0.0094,9.07,169,3.17,77,0
2026-07-01T00:20:00Z,postgres-primary,22.03,79.81,8.92,11.58,5661,0.0255,33.95,108,6.97,34,0
2026-07-01T00:20:00Z,postgres-replica,16.81,70.94,9.26,11.52,3699,0.0075,28.93,72,7.09,22,0
2026-07-01T00:25:00Z,api-gateway,16.81,61.04,10.42,6.27,7446,0.0394,31.67,149,6.12,59,0
2026-07-01T00:25:00Z,auth-service,12.16,45.23,10.0,1.94,4277,0.0,2.91,73,3.35,30,0
2026-07-01T00:25:00Z,user-service,10.78,48.83,2.09,5.8,5187,0.0428,21.0,92,4.36,39,0
2026-07-01T00:25:00Z,order-service,18.95,64.66,9.21,7.35,3546,0.0431,30.27,60,5.81,19,0
2026-07-01T00:25:00Z,payment-service,10.98,53.12,6.24,11.96,1395,0.0205,32.36,13,3.76,10,0
2026-07-01T00:25:00Z,inventory-service,16.24,46.75,2.99,5.61,2694,0.0199,15.16,67,6.83,30,0
2026-07-01T00:25:00Z,notification-svc,8.01,39.72,3.24,15.44,1892,0.0423,47.31,28,4.38,10,0
2026-07-01T00:25:00Z,search-service,21.09,70.79,11.68,22.46,4299,0.0662,66.59,94,7.46,25,0
2026-07-01T00:25:00Z,cache-layer,6.55,73.91,2.99,1.0,12377,0.0,1.5,234,6.42,98,0
2026-07-01T00:25:00Z,message-queue,16.24,44.54,6.69,2.23,9121,0.0,6.67,175,2.76,74,0
2026-07-01T00:25:00Z,postgres-primary,24.9,82.66,8.7,12.43,6141,0.0047,40.46,132,8.89,44,0
2026-07-01T00:25:00Z,postgres-replica,13.54,69.66,7.55,12.34,4163,0.0162,43.45,93,6.51,40,0
2026-07-01T00:30:00Z,api-gateway,18.79,60.31,8.06,3.9,7283,0.0612,11.5,152,6.06,60,0
2026-07-01T00:30:00Z,auth-service,8.28,45.75,1.23,4.3,3947,0.0214,14.96,59,3.92,28,0
2026-07-01T00:30:00Z,user-service,15.8,51.33,6.49,5.17,4896,0.0443,26.99,94,4.69,44,0
2026-07-01T00:30:00Z,order-service,17.38,66.19,6.35,7.44,3298,0.0299,12.64,53,5.55,24,0
2026-07-01T00:30:00Z,payment-service,12.95,54.68,5.08,12.88,1275,0.0139,39.46,30,5.76,24,0
2026-07-01T00:30:00Z,inventory-service,10.95,49.1,5.49,5.45,2400,0.0184,14.48,36,5.71,19,0
2026-07-01T00:30:00Z,notification-svc,5.84,40.95,2.74,13.54,2309,0.068,37.54,42,4.38,18,0
2026-07-01T00:30:00Z,search-service,19.95,70.16,4.48,19.54,4676,0.0514,54.41,93,7.71,31,0
2026-07-01T00:30:00Z,cache-layer,5.0,76.78,7.05,1.0,12402,0.0114,6.41,266,8.26,104,0
2026-07-01T00:30:00Z,message-queue,12.8,45.63,5.93,2.75,9100,0.0136,13.29,197,3.91,81,0
2026-07-01T00:30:00Z,postgres-primary,24.5,80.22,12.21,9.78,6073,0.0064,29.49,134,8.21,53,0
2026-07-01T00:30:00Z,postgres-replica,19.76,67.97,10.89,12.68,4053,0.0061,40.74,81,8.01,25,0
2026-07-01T00:35:00Z,api-gateway,16.16,60.29,8.61,4.1,7526,0.0434,18.29,135,5.47,55,0
2026-07-01T00:35:00Z,auth-service,12.11,41.95,6.31,4.12,3659,0.016,6.22,71,4.84,33,0
2026-07-01T00:35:00Z,user-service,15.73,49.15,3.73,4.97,5130,0.0292,24.15,91,3.39,32,0
2026-07-01T00:35:00Z,order-service,22.69,64.69,7.66,7.74,3514,0.0386,27.98,66,6.97,26,0
2026-07-01T00:35:00Z,payment-service,11.03,55.69,5.55,12.59,1628,0.0233,38.76,39,5.48,22,0
2026-07-01T00:35:00Z,inventory-service,13.62,48.86,2.73,5.8,2351,0.02,9.43,52,4.25,25,0
2026-07-01T00:35:00Z,notification-svc,6.14,36.36,1.0,15.82,2157,0.0543,42.62,42,3.63,11,0
2026-07-01T00:35:00Z,search-service,24.07,72.67,7.88,21.2,4446,0.0608,62.7,81,7.46,27,0
2026-07-01T00:35:00Z,cache-layer,5.0,75.86,4.8,1.93,12511,0.0,9.27,254,8.48,104,0
2026-07-01T00:35:00Z,message-queue,10.34,46.43,3.74,3.34,9080,0.0268,8.17,183,3.61,70,0
2026-07-01T00:35:00Z,postgres-primary,24.93,83.21,13.43,11.06,6007,0.0115,36.24,109,8.06,35,0
2026-07-01T00:35:00Z,postgres-replica,20.3,71.31,4.39,11.59,3687,0.0302,34.25,91,5.5,33,0
2026-07-01T00:40:00Z,api-gateway,21.93,62.07,7.52,5.64,7598,0.0536,14.16,145,6.18,63,0
2026-07-01T00:40:00Z,auth-service,12.03,46.59,1.0,3.28,3768,0.0233,11.71,74,5.47,23,0
2026-07-01T00:40:00Z,user-service,13.6,50.52,5.34,4.55,5015,0.0173,18.63,95,3.5,35,0
2026-07-01T00:40:00Z,order-service,17.48,65.78,8.69,9.47,3742,0.0395,30.21,87,6.27,36,0
2026-07-01T00:40:00Z,payment-service,9.79,54.94,5.37,12.17,1646,0.0092,36.89,12,6.41,10,0
2026-07-01T00:40:00Z,inventory-service,6.2,54.41,1.0,6.43,2312,0.0265,20.66,39,6.51,14,0
2026-07-01T00:40:00Z,notification-svc,10.11,40.74,4.34,15.52,2480,0.0495,47.56,60,5.18,29,0
2026-07-01T00:40:00Z,search-service,19.23,72.45,6.15,21.04,4701,0.0583,64.81,108,7.81,44,0
2026-07-01T00:40:00Z,cache-layer,8.57,73.16,4.62,1.71,12440,0.0148,4.38,250,7.14,100,0
2026-07-01T00:40:00Z,message-queue,6.17,42.53,1.0,3.56,8689,0.002,5.34,167,4.42,63,0
2026-07-01T00:40:00Z,postgres-primary,22.94,83.38,11.14,10.2,5500,0.0331,23.66,93,9.36,49,0
2026-07-01T00:40:00Z,postgres-replica,19.54,70.86,7.31,12.85,3962,0.0157,38.38,69,6.22,22,0
2026-07-01T00:45:00Z,api-gateway,18.04,62.09,9.05,3.59,7302,0.06,5.86,143,6.76,52,0
2026-07-01T00:45:00Z,auth-service,18.04,45.33,7.54,2.16,4279,0.0195,3.59,86,5.01,35,0
2026-07-01T00:45:00Z,user-service,15.15,50.06,4.65,3.43,4719,0.0477,5.14,87,4.29,39,0
2026-07-01T00:45:00Z,order-service,25.46,63.76,10.66,7.74,3944,0.0289,25.83,71,6.02,30,0
2026-07-01T00:45:00Z,payment-service,10.13,54.78,5.98,14.33,1388,0.0,42.56,53,4.67,29,0
2026-07-01T00:45:00Z,inventory-service,15.43,51.66,6.78,5.61,2175,0.0258,11.32,36,4.58,13,0
2026-07-01T00:45:00Z,notification-svc,8.2,37.67,3.94,15.93,1601,0.0538,53.94,19,5.44,10,0
2026-07-01T00:45:00Z,search-service,22.79,68.98,7.13,21.67,4317,0.0622,72.92,83,8.21,27,0
2026-07-01T00:45:00Z,cache-layer,5.0,74.53,4.43,1.14,12963,0.0049,4.39,256,7.59,101,0
2026-07-01T00:45:00Z,message-queue,6.79,43.67,1.31,1.77,9017,0.0121,2.66,164,6.52,59,0
2026-07-01T00:45:00Z,postgres-primary,24.98,81.26,10.16,10.53,6183,0.0074,32.91,126,7.46,55,0
2026-07-01T00:45:00Z,postgres-replica,13.94,69.47,3.5,13.55,4010,0.0118,39.51,82,9.41,31,0
2026-07-01T00:50:00Z,api-gateway,17.53,58.03,4.88,4.85,7378,0.0487,14.83,152,5.73,63,0
2026-07-01T00:50:00Z,auth-service,5.0,45.44,2.57,2.21,4108,0.0072,3.32,86,3.86,34,0
2026-07-01T00:50:00Z,user-service,15.45,49.49,4.95,3.79,4922,0.0319,12.18,98,5.39,45,0
2026-07-01T00:50:00Z,order-service,21.5,68.43,6.51,8.16,3474,0.0507,21.95,57,8.05,21,0
2026-07-01T00:50:00Z,payment-service,8.27,51.11,2.22,12.47,1204,0.0118,37.35,29,5.23,10,0
2026-07-01T00:50:00Z,inventory-service,8.92,49.94,5.9,5.18,2039,0.0156,11.18,18,5.28,10,0
2026-07-01T00:50:00Z,notification-svc,5.49,41.56,1.0,16.87,2135,0.0451,61.4,36,4.9,15,0
2026-07-01T00:50:00Z,search-service,20.58,70.25,5.85,20.91,4517,0.0782,61.58,91,7.26,34,0
2026-07-01T00:50:00Z,cache-layer,5.0,73.54,4.4,1.0,12290,0.0064,8.93,252,8.35,97,0
2026-07-01T00:50:00Z,message-queue,6.24,44.25,3.06,1.08,9128,0.0172,1.62,182,5.88,81,0
2026-07-01T00:50:00Z,postgres-primary,26.61,81.61,9.92,9.87,5791,0.0,39.89,104,7.94,40,0
2026-07-01T00:50:00Z,postgres-replica,13.48,71.37,6.0,12.48,4167,0.0019,43.52,81,8.03,36,0
2026-07-01T00:55:00Z,api-gateway,18.04,58.05,8.02,4.51,7394,0.0564,19.73,148,6.11,67,0
2026-07-01T00:55:00Z,auth-service,6.8,45.12,6.34,3.64,4065,0.029,7.8,86,4.26,34,0
2026-07-01T00:55:00Z,user-service,14.37,48.72,4.59,4.67,5333,0.0341,8.03,111,6.07,41,0
2026-07-01T00:55:00Z,order-service,15.65,63.34,5.35,7.38,3336,0.0194,25.07,70,4.64,35,0
2026-07-01T00:55:00Z,payment-service,5.42,56.89,1.07,14.59,1387,0.0118,51.49,47,7.75,24,0
2026-07-01T00:55:00Z,inventory-service,10.63,51.24,4.24,7.38,2723,0.0136,26.88,61,2.35,28,0
2026-07-01T00:55:00Z,notification-svc,5.35,37.2,1.97,14.92,2302,0.0563,39.64,64,4.94,28,0
2026-07-01T00:55:00Z,search-service,25.94,69.54,12.77,19.41,4249,0.0655,51.17,73,6.43,33,0
2026-07-01T00:55:00Z,cache-layer,5.97,74.78,1.46,1.0,12602,0.0,1.5,223,7.45,98,0
2026-07-01T00:55:00Z,message-queue,12.7,46.17,5.79,1.0,9079,0.0,4.77,182,3.64,68,0
2026-07-01T00:55:00Z,postgres-primary,24.32,80.55,11.56,9.79,6298,0.0076,29.26,118,5.63,51,0
2026-07-01T00:55:00Z,postgres-replica,18.24,70.13,8.7,12.5,3978,0.0041,41.91,70,5.9,30,0
2026-07-01T01:00:00Z,api-gateway,18.9,59.95,4.33,6.34,7353,0.0426,20.03,158,4.98,63,0
2026-07-01T01:00:00Z,auth-service,11.61,45.23,5.4,4.85,3983,0.0118,8.22,79,4.07,41,0
2026-07-01T01:00:00Z,user-service,16.86,53.09,6.78,3.39,4963,0.044,6.93,91,4.83,31,0
2026-07-01T01:00:00Z,order-service,15.66,65.14,5.54,8.71,3563,0.04,25.82,63,6.6,29,0
2026-07-01T01:00:00Z,payment-service,10.9,53.87,3.51,13.29,1522,0.0,44.47,23,7.26,14,0
2026-07-01T01:00:00Z,inventory-service,14.8,49.71,3.48,6.25,2696,0.0267,22.92,49,4.71,22,0
2026-07-01T01:00:00Z,notification-svc,6.5,39.39,1.0,15.49,2412,0.0394,46.58,62,3.86,27,0
2026-07-01T01:00:00Z,search-service,25.95,72.15,8.0,21.09,4506,0.0594,72.24,92,6.41,39,0
2026-07-01T01:00:00Z,cache-layer,5.51,76.98,1.0,2.14,12763,0.0,3.21,249,8.99,99,0
2026-07-01T01:00:00Z,message-queue,11.64,43.74,3.52,1.62,8867,0.0,8.67,189,2.86,81,0
2026-07-01T01:00:00Z,postgres-primary,26.21,79.96,8.68,11.01,5764,0.0222,30.71,117,8.28,45,0
2026-07-01T01:00:00Z,postgres-replica,15.97,71.17,9.14,13.32,3612,0.0113,45.1,59,7.84,26,0
2026-07-01T01:05:00Z,api-gateway,18.73,59.64,8.84,7.08,7473,0.0409,26.76,148,3.79,63,0
2026-07-01T01:05:00Z,auth-service,11.94,43.59,4.33,3.46,3912,0.0276,11.37,81,5.25,29,0
2026-07-01T01:05:00Z,user-service,16.1,52.76,5.99,3.75,4996,0.0272,15.26,83,4.22,27,0
2026-07-01T01:05:00Z,order-service,21.28,66.35,10.32,8.58,3646,0.0343,26.15,68,5.9,27,0
2026-07-01T01:05:00Z,payment-service,7.22,55.36,4.84,12.56,1537,0.02,24.17,37,4.88,10,0
2026-07-01T01:05:00Z,inventory-service,15.16,50.35,10.27,5.02,2744,0.0376,10.0,62,4.07,24,0
2026-07-01T01:05:00Z,notification-svc,14.01,39.74,5.85,15.85,2008,0.0672,44.42,42,3.23,10,0
2026-07-01T01:05:00Z,search-service,21.84,66.9,9.64,19.71,4321,0.0545,58.12,86,7.77,31,0
2026-07-01T01:05:00Z,cache-layer,5.0,75.17,1.68,1.67,12542,0.0,3.43,242,8.59,96,0
2026-07-01T01:05:00Z,message-queue,8.8,44.02,1.0,1.0,9166,0.0032,6.86,198,5.32,76,0
2026-07-01T01:05:00Z,postgres-primary,23.55,80.22,12.64,11.45,5946,0.0013,23.6,111,7.81,39,0
2026-07-01T01:05:00Z,postgres-replica,19.04,69.75,10.07,13.59,4235,0.0,41.81,92,7.36,39,0
2026-07-01T01:10:00Z,api-gateway,14.07,60.16,5.56,4.89,7474,0.0315,11.93,150,6.18,54,0
2026-07-01T01:10:00Z,auth-service,15.07,46.93,6.97,3.91,4368,0.0127,7.02,76,4.43,37,0
2026-07-01T01:10:00Z,user-service,15.87,50.39,6.08,4.91,5158,0.0127,21.26,86,6.07,40,0
2026-07-01T01:10:00Z,order-service,19.24,63.18,5.77,7.87,3509,0.0389,16.53,82,6.17,29,0
2026-07-01T01:10:00Z,payment-service,12.89,57.42,2.69,11.61,1494,0.0128,30.77,34,5.27,13,0
2026-07-01T01:10:00Z,inventory-service,12.19,50.61,2.68,5.73,2139,0.0165,16.72,45,5.3,22,0
2026-07-01T01:10:00Z,notification-svc,7.18,40.67,1.0,13.95,1761,0.0515,50.51,57,4.71,25,0
2026-07-01T01:10:00Z,search-service,19.31,68.69,5.2,19.88,4512,0.0658,64.45,71,6.7,22,0
2026-07-01T01:10:00Z,cache-layer,5.0,74.57,4.2,2.96,12254,0.006,6.56,244,10.1,90,0
2026-07-01T01:10:00Z,message-queue,10.8,47.65,3.6,2.3,8866,0.0137,6.29,165,4.75,67,0
2026-07-01T01:10:00Z,postgres-primary,19.68,81.89,6.06,9.73,5880,0.0239,18.52,148,9.25,60,0
2026-07-01T01:10:00Z,postgres-replica,21.08,69.49,9.26,14.03,4233,0.0081,41.4,94,9.28,38,0
2026-07-01T01:15:00Z,api-gateway,17.44,59.42,9.23,6.1,7345,0.0546,13.44,133,5.32,57,0
2026-07-01T01:15:00Z,auth-service,10.89,46.28,5.39,3.75,4084,0.0141,14.74,93,5.21,39,0
2026-07-01T01:15:00Z,user-service,14.92,48.68,5.64,3.34,4864,0.0287,6.07,94,2.97,38,0
2026-07-01T01:15:00Z,order-service,24.37,65.0,9.39,8.56,3467,0.034,20.68,61,7.37,21,0
2026-07-01T01:15:00Z,payment-service,12.49,54.71,4.47,10.18,1627,0.0,30.85,35,6.83,10,0
2026-07-01T01:15:00Z,inventory-service,12.52,51.51,9.38,4.8,2370,0.022,8.88,55,5.99,24,0
2026-07-01T01:15:00Z,notification-svc,10.68,44.14,5.06,14.66,1994,0.0324,40.51,35,3.89,14,0
2026-07-01T01:15:00Z,search-service,20.62,70.02,10.16,19.82,4328,0.0723,58.09,78,7.73,28,0
2026-07-01T01:15:00Z,cache-layer,5.79,75.29,4.02,1.0,12578,0.0,4.33,245,5.09,97,0
2026-07-01T01:15:00Z,message-queue,11.57,43.78,5.01,2.1,8788,0.0156,7.3,172,3.94,69,0
2026-07-01T01:15:00Z,postgres-primary,25.0,80.9,7.11,8.33,5889,0.0,22.45,116,7.64,53,0
2026-07-01T01:15:00Z,postgres-replica,16.31,70.72,5.78,14.42,3945,0.0137,48.12,94,6.33,35,0
2026-07-01T01:20:00Z,api-gateway,14.89,61.69,3.58,6.75,7319,0.0567,18.62,152,5.62,59,0
2026-07-01T01:20:00Z,auth-service,7.27,45.18,1.0,1.88,3956,0.0,9.54,55,4.44,22,0
2026-07-01T01:20:00Z,user-service,15.07,50.82,3.67,5.21,5143,0.0374,17.81,103,5.75,44,0
2026-07-01T01:20:00Z,order-service,22.94,63.89,4.85,8.68,3697,0.0274,29.38,80,4.12,27,0
2026-07-01T01:20:00Z,payment-service,9.69,52.54,3.52,13.77,1504,0.0123,35.02,23,4.88,10,0
2026-07-01T01:20:00Z,inventory-service,13.68,52.12,6.12,5.74,2240,0.0359,11.38,53,5.85,20,0
2026-07-01T01:20:00Z,notification-svc,10.46,39.89,3.55,15.32,1832,0.071,37.91,38,6.01,15,0
2026-07-01T01:20:00Z,search-service,25.02,69.07,14.39,19.36,4387,0.061,57.07,75,7.36,31,0
2026-07-01T01:20:00Z,cache-layer,5.0,75.69,6.05,1.0,12537,0.0,5.13,250,6.93,102,0
2026-07-01T01:20:00Z,message-queue,7.12,46.25,5.63,3.19,9046,0.0,9.52,196,5.24,77,0
2026-07-01T01:20:00Z,postgres-primary,21.25,80.91,10.26,10.0,5905,0.0128,27.81,117,10.19,45,0
2026-07-01T01:20:00Z,postgres-replica,15.23,67.65,3.4,10.67,4049,0.0116,32.53,86,7.96,31,0
2026-07-01T01:25:00Z,api-gateway,11.59,61.34,2.21,5.8,7502,0.0406,15.36,156,6.24,65,0
2026-07-01T01:25:00Z,auth-service,14.15,48.95,4.05,4.02,4155,0.0172,19.11,79,4.53,14,0
2026-07-01T01:25:00Z,user-service,11.24,50.55,6.27,3.63,4479,0.0321,13.07,93,6.29,31,0
2026-07-01T01:25:00Z,order-service,17.14,65.63,7.08,9.29,3385,0.0237,31.31,42,5.83,11,0
2026-07-01T01:25:00Z,payment-service,12.04,53.28,6.15,12.64,1154,0.0033,43.88,13,4.86,10,0
2026-07-01T01:25:00Z,inventory-service,16.88,47.42,5.55,6.4,2860,0.024,21.6,51,5.31,20,0
2026-07-01T01:25:00Z,notification-svc,9.45,37.75,5.88,14.14,1923,0.0526,52.39,69,4.38,26,0
2026-07-01T01:25:00Z,search-service,25.75,71.49,11.93,21.25,4717,0.0712,61.64,101,6.61,43,0
2026-07-01T01:25:00Z,cache-layer,6.32,76.17,3.44,2.68,12498,0.0077,4.02,246,8.31,102,0
2026-07-01T01:25:00Z,message-queue,9.82,45.68,5.48,1.02,9038,0.0182,12.15,181,4.33,73,0
2026-07-01T01:25:00Z,postgres-primary,18.54,81.65,6.46,9.48,6138,0.0062,33.74,128,8.85,44,0
2026-07-01T01:25:00Z,postgres-replica,17.71,69.04,5.08,11.27,4249,0.0,39.91,76,6.22,29,0
2026-07-01T01:30:00Z,api-gateway,15.89,57.44,4.12,6.36,7468,0.0449,19.89,154,6.86,68,0
2026-07-01T01:30:00Z,auth-service,17.06,44.26,6.24,2.56,3898,0.0035,3.84,78,5.94,28,0
2026-07-01T01:30:00Z,user-service,9.46,48.61,1.0,3.39,4983,0.0156,5.55,89,5.07,35,0
2026-07-01T01:30:00Z,order-service,19.75,65.28,8.29,7.5,3799,0.0531,28.45,86,4.95,39,0
2026-07-01T01:30:00Z,payment-service,13.05,55.41,6.32,12.55,1578,0.0,42.87,43,5.31,16,0
2026-07-01T01:30:00Z,inventory-service,11.52,47.56,4.39,6.58,2422,0.0243,15.41,47,5.07,19,0
2026-07-01T01:30:00Z,notification-svc,6.19,37.59,5.98,16.44,1741,0.0569,46.8,37,4.05,13,0
2026-07-01T01:30:00Z,search-service,20.4,68.69,11.57,20.53,4822,0.071,63.63,100,5.47,41,0
2026-07-01T01:30:00Z,cache-layer,7.61,76.33,1.52,1.04,12636,0.0,8.5,276,6.85,103,0
2026-07-01T01:30:00Z,message-queue,13.32,45.96,9.61,1.28,9166,0.0,1.93,162,5.13,65,0
2026-07-01T01:30:00Z,postgres-primary,23.35,81.29,8.57,10.5,6005,0.0,31.43,113,7.64,52,0
2026-07-01T01:30:00Z,postgres-replica,15.4,69.26,7.25,11.25,4027,0.0117,30.27,83,5.92,27,0
2026-07-01T01:35:00Z,api-gateway,26.35,61.87,7.84,4.02,7596,0.0573,14.82,149,6.06,61,0
2026-07-01T01:35:00Z,auth-service,14.62,45.01,7.98,1.0,3719,0.0203,5.09,82,4.68,33,0
2026-07-01T01:35:00Z,user-service,21.17,48.3,9.42,3.25,5111,0.0214,7.67,99,5.81,44,0
2026-07-01T01:35:00Z,order-service,19.16,65.64,6.1,8.01,3521,0.0253,16.93,76,6.42,27,0
2026-07-01T01:35:00Z,payment-service,13.06,58.13,2.05,10.32,1874,0.0139,26.63,42,3.18,16,0
2026-07-01T01:35:00Z,inventory-service,14.15,53.33,6.16,5.2,2432,0.0122,17.78,40,4.86,10,0
2026-07-01T01:35:00Z,notification-svc,7.61,37.83,2.45,15.04,2524,0.0389,52.43,60,4.06,32,0
2026-07-01T01:35:00Z,search-service,23.58,70.51,5.26,20.93,4452,0.0758,64.45,86,6.96,39,0
2026-07-01T01:35:00Z,cache-layer,8.71,74.31,3.4,1.07,12669,0.0,1.6,255,8.63,99,0
2026-07-01T01:35:00Z,message-queue,12.18,43.97,1.0,1.0,8962,3.306,11.81,176,5.69,75,1
